175,201,13,100,100
176,202,10,100,100
177,203,9,100,100
178,202,10,100,100
179,202,11,100,100
180,202,10,100,100
181,202,10,100,100
182,202,10,100,100
183,203,11,100,100
184,203,10,100,100
185,203,10,100,100
186,201,9,100,100
187,201,10,100,100
188,203,9,100,100
189,202,10,100,100
190,203,9,100,100
191,203,9,100,100
192,203,9,100,100
193,202,9,100,100
194,203,9,100,100
195,202,9,100,100
196,203,9,100,100
197,203,9,100,100
198,204,9,100,100
199,204,9,100,100
200,204,9,100,100
201,202,9,100,100
202,203,9,100,100
203,203,9,100,100
204,204,9,100,100
205,204,10,100,100
206,203,9,100,100
207,204,9,100,100
208,203,8,100,100
209,203,10,100,100
210,203,9,100,100
211,203,9,100,100
212,204,7,100,100
213,203,7,100,100
214,204,8,100,100
215,204,8,100,100
216,203,9,100,100
217,202,9,100,100
218,203,8,100,100
219,204,8,100,100
220,203,9,100,100
221,205,10,100,100
222,203,8,100,100
223,204,8,100,100
224,204,9,100,100
225,204,8,100,100
226,203,9,100,100
227,203,9,100,100
228,204,8,100,100
229,203,9,100,100
230,203,9,100,100
231,203,9,100,100
232,203,9,100,100
233,202,9,100,100
234,203,9,100,100
235,203,9,100,100
236,203,9,100,100
237,202,9,100,100
238,203,9,100,100
239,203,9,100,100
240,203,9,100,100
241,203,9,100,100
242,202,9,100,100
243,203,9,100,100
244,203,9,100,100
245,203,9,100,100
246,203,9,100,100
247,203,9,100,100
248,203,9,100,100
249,202,9,100,100
250,203,9,100,100
251,203,9,100,100
252,203,9,100,100
253,202,9,100,100
254,203,9,100,100
255,203,9,100,100
256,203,9,100,100
257,203,9,100,100
258,203,9,100,100
259,203,9,100,100
260,203,9,100,100
261,203,9,100,100
262,203,9,100,100
263,203,9,100,100
264,203,9,100,100
265,203,9,100,100
266,203,9,100,100
267,203,9,100,100
268,203,9,100,100
269,203,9,100,100
270,203,9,100,100
271,203,9,100,100
272,203,9,100,100
273,203,9,100,100
274,203,9,100,100
275,203,9,100,100
276,203,9,100,100
277,203,9,100,100
278,203,9,100,100
279,203,9,100,100
280,203,9,100,100
281,203,9,100,100
282,203,9,100,100
283,186,7,100,100
284,185,8,100,100
285,207,12,100,100
286,209,16,100,100
287,204,10,100,100
288,203,13,100,100
289,201,10,100,100
290,205,14,100,100
291,203,9,100,100
292,203,13,100,100
293,202,13,100,100
294,203,13,100,100
295,205,17,100,100
296,203,13,100,100
297,203,13,100,100
298,202,14,100,100
299,205,17,100,100
300,203,17,100,100
301,203,11,100,100
302,186,9,100,100
303,203,13,100,100
304,202,13,100,100
305,178,16,100,100
306,160,18,100,100
307,141,10,100,100
308,119,12,100,100
309,95,11,100,100
310,89,18,100,100
311,103,18,100,100
312,89,24,100,100
313,89,24,100,100
314,89,24,100,100
315,90,16,100,100
316,89,22,100,100
317,89,23,100,100
318,89,24,100,100
319,93,24,100,100
320,115,24,100,100
321,118,23,100,100
322,133,13,100,100
323,118,21,100,100
324,141,14,100,100
325,117,18,100,100
326,118,21,100,100
327,106,24,100,100
328,116,24,100,100
329,117,18,100,100
330,115,21,100,100
331,117,24,100,100
332,115,23,100,100
333,104,23,100,100
334,116,23,100,100
335,117,21,100,100
336,117,23,100,100
337,118,22,100,100
338,118,21,100,100
339,118,22,100,100
340,117,21,100,100
341,117,23,100,100
342,117,22,100,100
343,119,22,100,100
344,118,23,100,100
345,119,23,100,100
346,118,23,100,100
347,118,21,100,100
348,116,22,100,100
349,117,23,100,100
350,118,24,100,100
351,118,24,100,100
352,118,23,100,100
353,118,23,100,100
354,118,23,100,100
355,117,23,100,100
356,117,23,100,100
357,117,23,100,100
358,118,22,100,100
359,118,23,100,100
360,118,23,100,100
361,118,24,100,100
362,119,23,100,100
363,118,24,100,100
364,118,23,100,100
365,118,23,100,100
366,119,24,100,100
367,118,24,100,100
368,119,24,100,100
369,119,24,100,100
370,119,24,100,100
371,119,24,100,100
372,119,24,100,100
373,119,24,100,100
374,119,24,100,100
375,119,24,100,100
376,119,24,100,100
377,119,24,100,100
378,119,24,100,100
379,118,24,100,100
380,120,24,100,100
381,119,24,100,100
382,120,25,100,100
383,119,25,100,100
384,119,24,100,100
385,119,24,100,100
386,118,25,100,100
387,119,25,100,100
388,118,25,100,100
389,119,24,100,100
390,118,25,100,100
391,118,25,100,100
392,118,25,100,100
393,118,24,100,100
394,118,26,100,100
395,118,26,100,100
396,117,24,100,100
397,118,26,100,100
398,118,26,100,100
399,118,26,100,100
400,118,25,100,100
401,118,26,100,100
402,118,26,100,100
403,118,26,100,100
404,117,26,100,100
405,117,26,100,100
406,118,26,100,100
407,118,26,100,100
408,117,26,100,100
409,118,26,100,100
410,118,26,100,100
411,118,26,100,100
412,118,26,100,100
413,118,26,100,100
414,118,26,100,100
415,117,25,100,100
416,118,26,100,100
417,117,25,100,100
418,117,26,100,100
419,117,27,100,100
420,118,26,100,100
421,117,26,100,100
422,118,26,100,100
423,118,26,100,100
424,118,26,100,100
425,118,26,100,100
426,117,26,100,100
427,118,27,100,100
428,118,26,100,100
429,118,26,100,100
430,118,26,100,100
431,118,26,100,100
432,118,26,100,100
433,118,27,100,100
434,118,27,100,100
435,118,27,100,100
436,117,27,100,100
437,118,27,100,100
438,118,27,100,100
439,118,27,100,100
440,118,27,100,100
441,118,27,100,100
442,118,27,100,100
443,118,27,100,100
444,118,27,100,100
445,118,27,100,100
446,118,27,100,100
447,118,27,100,100
448,118,27,100,100
449,118,27,100,100
450,118,27,100,100
451,118,27,100,100
452,118,27,100,100
453,118,27,100,100
454,118,27,100,100
455,118,27,100,100
456,118,28,100,100
457,118,28,100,100
458,118,28,100,100
459,118,28,100,100
460,118,28,100,100
461,118,28,100,100
462,118,28,100,100
463,118,28,100,100
464,118,28,100,100
465,118,28,100,100
466,118,28,100,100
467,118,28,100,100
468,118,28,100,100
469,118,28,100,100
470,118,28,100,100
471,118,29,100,100
472,118,29,100,100
473,118,29,100,100
474,118,29,100,100
475,117,29,100,100
476,118,29,100,100
477,118,29,100,100
478,118,29,100,100
479,118,29,100,100
480,118,29,100,100
481,118,29,100,100
482,118,29,100,100
483,118,29,100,100
484,118,29,100,100
485,118,29,100,100
486,118,29,100,100
487,118,29,100,100
488,118,29,100,100
489,118,29,100,100
490,118,29,100,100
491,118,29,100,100
492,118,29,100,100
493,118,29,100,100
494,118,29,100,100
495,118,29,100,100
496,118,29,100,100
497,118,29,100,100
498,118,29,100,100
499,118,29,100,100
500,118,29,100,100
501,118,29,100,100
502,118,29,100,100
503,118,29,100,100
504,118,29,100,100
505,118,29,100,100
506,118,29,100,100
507,118,29,100,100
508,118,29,100,100
509,118,29,100,100
510,118,29,100,100
511,118,29,100,100
512,118,29,100,100
513,118,29,100,100
514,118,29,100,100
515,118,29,100,100
516,118,29,100,100
517,118,29,100,100
518,118,29,100,100
519,118,29,100,100
520,118,29,100,100
521,118,29,100,100
522,118,29,100,100
523,118,29,100,100
524,118,29,100,100
525,118,30,100,100
526,118,29,100,100
527,118,29,100,100
528,118,29,100,100
529,118,29,100,100
530,118,29,100,100
531,118,29,100,100
532,118,29,100,100
533,118,29,100,100
534,118,29,100,100
535,118,29,100,100
536,118,29,100,100
537,118,29,100,100
538,118,29,100,100
539,118,29,100,100
540,118,29,100,100
541,118,29,100,100
542,118,29,100,100
543,118,29,100,100
544,118,29,100,100
545,118,29,100,100
546,118,29,100,100
547,118,30,100,100
548,118,30,100,100
549,118,30,100,100
550,118,30,100,100
551,118,30,100,100
552,118,30,100,100
553,118,30,100,100
554,118,30,100,100
555,118,30,100,100
556,118,30,100,100
557,118,30,100,100
558,118,30,100,100
559,118,30,100,100
560,118,30,100,100
561,118,30,100,100
562,118,30,100,100
563,118,30,100,100
564,118,30,100,100
565,118,30,100,100
566,118,30,100,100
567,118,30,100,100
568,118,30,100,100
569,118,30,100,100
570,118,30,100,100
571,118,30,100,100
572,117,30,100,100
573,118,30,100,100
574,117,30,100,100
575,118,30,100,100
576,117,30,100,100
577,118,30,100,100
578,117,30,100,100
579,118,30,100,100
580,117,30,100,100
581,118,30,100,100
582,117,30,100,100
583,117,30,100,100
584,117,30,100,100
585,117,30,100,100
586,117,30,100,100
587,117,30,100,100
588,117,30,100,100
589,117,30,100,100
590,117,30,100,100
591,117,30,100,100
592,117,30,100,100
593,117,30,100,100
594,117,30,100,100
595,117,30,100,100
596,117,30,100,100
597,117,30,100,100
598,117,30,100,100
599,117,30,100,100
600,117,30,100,100
601,117,30,100,100
602,117,30,100,100
603,117,30,100,100
604,117,30,100,100
605,117,30,100,100
606,117,30,100,100
607,117,30,100,100
608,117,30,100,100
609,117,30,100,100
610,117,30,100,100
611,117,30,100,100
612,117,30,100,100
613,117,30,100,100
614,117,30,100,100
615,117,30,100,100
616,117,30,100,100
617,117,30,100,100
618,117,30,100,100
619,117,30,100,100
620,117,30,100,100
621,117,30,100,100
622,117,30,100,100
623,117,30,100,100
624,117,30,100,100
625,117,30,100,100
626,117,30,100,100
627,117,30,100,100
628,117,30,100,100
629,117,30,100,100
630,117,30,100,100
631,117,30,100,100
632,117,30,100,100
633,117,30,100,100
634,117,30,100,100
635,117,30,100,100
636,117,30,100,100
637,117,30,100,100
638,117,30,100,100
639,117,30,100,100
640,117,30,100,100
641,117,30,100,100
642,117,30,100,100
643,117,30,100,100
644,117,30,100,100
645,117,30,100,100
646,117,30,100,100
647,117,30,100,100
648,117,30,100,100
649,118,30,100,100
650,118,30,100,100
651,118,31,100,100
652,118,31,100,100
653,117,31,100,100
654,117,31,100,100
655,117,31,100,100
656,117,31,100,100
657,117,31,100,100
658,117,31,100,100
659,117,31,100,100
660,117,31,100,100
661,117,30,100,100
662,117,30,100,100
663,117,31,100,100
664,117,31,100,100
665,117,31,100,100
666,117,31,100,100
667,117,31,100,100
668,117,31,100,100
669,117,31,100,100
670,117,31,100,100
671,117,31,100,100
672,117,31,100,100
673,117,31,100,100
674,117,31,100,100
675,117,31,100,100
676,117,31,100,100
677,117,31,100,100
678,117,31,100,100
679,117,31,100,100
680,117,31,100,100
681,117,31,100,100
682,117,31,100,100
683,117,31,100,100
684,117,31,100,100
685,117,31,100,100
686,117,31,100,100
687,117,31,100,100
688,117,31,100,100
689,117,31,100,100
690,117,31,100,100
691,117,31,100,100
692,117,31,100,100
693,117,31,100,100
694,117,31,100,100
695,117,31,100,100
696,117,31,100,100
697,117,31,100,100
698,117,31,100,100
699,117,31,100,100
700,117,31,100,100
701,117,31,100,100
702,117,31,100,100
703,117,31,100,100
704,117,31,100,100
705,117,31,100,100
706,117,31,100,100
707,117,31,100,100
708,117,31,100,100
709,117,31,100,100
710,117,31,100,100
711,117,31,100,100
712,117,31,100,100
713,117,31,100,100
714,117,31,100,100
715,117,31,100,100
716,117,31,100,100
717,117,31,100,100
718,117,31,100,100
719,117,31,100,100
720,117,31,100,100
721,117,31,100,100
722,117,31,100,100
723,117,31,100,100
724,117,31,100,100
725,117,31,100,100
726,117,31,100,100
727,117,31,100,100
728,117,31,100,100
729,117,31,100,100
730,117,31,100,100
731,117,31,100,100
732,117,31,100,100
733,117,31,100,100
734,117,31,100,100
735,117,31,100,100
736,117,31,100,100
737,117,31,100,100
738,117,31,100,100
739,117,31,100,100
740,117,31,100,100
741,117,31,100,100
742,117,31,100,100
743,117,31,100,100
744,117,31,100,100
745,117,31,100,100
746,117,31,100,100
747,117,31,100,100
748,117,31,100,100
749,117,31,100,100
750,117,31,100,100
751,117,31,100,100
752,117,31,100,100
753,117,31,100,100
754,117,31,100,100
755,117,31,100,100
756,117,31,100,100
757,117,31,100,100
758,117,31,100,100
759,117,31,100,100
760,117,31,100,100
761,117,31,100,100
762,117,31,100,100
763,117,31,100,100
764,117,31,100,100
765,117,31,100,100
766,117,31,100,100
767,117,31,100,100
768,117,31,100,100
769,117,31,100,100
770,117,31,100,100
771,117,31,100,100
772,117,31,100,100
773,117,31,100,100
774,117,31,100,100
775,117,31,100,100
776,117,31,100,100
777,117,31,100,100
778,117,31,100,100
779,117,31,100,100
780,117,31,100,100
781,117,31,100,100
782,117,31,100,100
783,117,31,100,100
784,116,31,100,100
785,116,31,100,100
786,116,31,100,100
787,116,31,100,100
788,116,31,100,100
789,116,31,100,100
790,116,31,100,100
791,116,31,100,100
792,116,31,100,100
793,116,31,100,100
794,116,31,100,100
795,116,31,100,100
796,116,31,100,100
797,116,31,100,100
798,116,31,100,100
799,116,31,100,100
800,116,31,100,100
801,116,31,100,100
802,115,31,100,100
803,115,31,100,100
804,115,31,100,100
805,115,31,100,100
806,115,31,100,100
807,115,31,100,100
808,115,31,100,100
809,115,31,100,100
810,115,31,100,100
811,116,31,100,100
812,116,31,100,100
813,116,31,100,100
814,116,31,100,100
815,116,31,100,100
816,116,31,100,100
817,116,31,100,100
818,116,31,100,100
819,116,31,100,100
820,116,31,100,100
821,116,31,100,100
822,116,31,100,100
823,115,31,100,100
824,115,31,100,100
825,115,31,100,100
826,115,30,100,100
827,115,31,100,100
828,115,31,100,100
829,115,31,100,100
830,115,31,100,100
831,115,31,100,100
832,115,31,100,100
833,115,31,100,100
834,115,31,100,100
835,115,31,100,100
836,115,31,100,100
837,115,31,100,100
838,115,31,100,100
839,115,31,100,100
840,115,31,100,100
841,129,12,100,100
842,128,10,100,100
843,128,11,100,100
844,128,10,100,100
845,117,11,100,100
846,105,13,100,100
847,96,27,100,100
848,120,21,100,100
849,108,23,100,100
850,94,27,100,100
851,115,14,100,100
852,99,9,100,100
853,80,12,100,100
854,68,11,100,100
855,53,9,100,100
856,33,11,100,100
857,19,10,100,100
858,8,10,100,100
